date,open,high,low,close,volume
2022-01-01T00:00:00Z,46192.65,46724.75,46191.09,46661.46,1013.12326154
2022-01-01T01:00:00Z,46662.84,46877.29,46590.44,46782.96,971.16542734
2022-01-01T02:00:00Z,46777.28,46883.95,46730.52,46798.83,592.20859657
2022-01-01T03:00:00Z,46802.04,46891.46,46777.1,46817.3,487.48800731
2022-01-01T04:00:00Z,46821.34,46862.24,46638.43,46711.8,913.57075999
2022-01-01T05:00:00Z,46709.14,47515.8,46684.91,47195.5,855.02098755
2022-01-01T06:00:00Z,47202.2,47325.96,46984.21,46998.68,492.4902827
2022-01-01T07:00:00Z,47004.61,47240.3,46959.19,47223.74,393.94034567
2022-01-01T08:00:00Z,47211.49,47328.27,47095.63,47114.17,380.27455951
2022-01-01T09:00:00Z,47118.15,47178.8,46952.2,47113.94,158.86752869
2022-01-01T10:00:00Z,47131.81,47228.82,46727.7,46877.68,552.13497846
2022-01-01T11:00:00Z,46865.81,46990.97,46631.96,46765.15,602.22280694
2022-01-01T12:00:00Z,46766.23,47144.85,46766.23,47095.57,199.18635548
2022-01-01T13:00:00Z,47103.35,47196.88,46954.16,47031.75,196.64250385
2022-01-01T14:00:00Z,47031.6,47084.44,46864.99,46932.59,332.56842122
2022-01-01T15:00:00Z,46926.84,47485.44,46893.75,47230.3,711.566877
2022-01-01T16:00:00Z,47245.21,47540.39,47214.08,47288.05,787.61266642
2022-01-01T17:00:00Z,47294.52,47952.97,47267.57,47763.01,655.4130927
2022-01-01T18:00:00Z,47780.63,47821.33,47451.73,47572.8,538.41500617
2022-01-01T19:00:00Z,47578.8,47613.45,47310.84,47346.82,376.98635791
2022-01-01T20:00:00Z,47351.52,47563.75,47295.19,47424.38,449.62884522
2022-01-01T21:00:00Z,47427.83,47517.32,47297.46,47317.85,428.2936189
2022-01-01T22:00:00Z,47324.72,47500.33,47266.73,47457.01,280.60088632
2022-01-01T23:00:00Z,47466.55,47815.76,47338.41,47746.11,531.10686992
2022-01-02T00:00:00Z,47738.8,47764.7,47472.22,47643.55,534.24683313
2022-01-02T01:00:00Z,47646.14,47652.7,47337.57,47382.74,253.62345761
